-0.057237625,-2
0.714116096,-1.375
1.156177521,-1.725554466
1.492302895,-1.748277664
1.945163727,-1.520354271
1.150671005,-0.87924099
0.875,-0.453825951
1.620796204,-1.369054794
2,-1.255374908
2.158660889,-1.204455376
1.923355103,-1.470413208
1.770751953,-2.25
1.510334969,-3
1.323410034,-3.375
1.5,-3.560134888
1.625,-4.458526611
0.625,-3.095016479
-1.245071411,-4.738708496
-2.490585327,-4.207121849
-3.256958008,-1.869812012
-3.519363403,-1.624023438
-3.5,-1.310028076
-4.043609619,-1.349807739
-3.882843018,-2.27192688
-3.875,-0.994995117
-4.331741333,-1.121704102
-4.825576782,-0.125
-3.911239624,-0.708414078
-3.95135498,-0.727781296
-3.642990112,-0.292795181
-5.116027832,0.875
-5,1.875
-4.485839844,2.765005112
-3.943237305,3.5
-3.163787842,3.126703262
-3.945602417,3.539914131
-4.138595581,1.875
-3.833312988,2.384936333
-4.372634888,2.549518585
-5.327819824,2.379459381
-5.739028931,1.577226639
-6.583648682,1.041115761
-6.5,1.899659157
-6.855773926,3.150052071
-6.824707031,4.259583473
-6.177703857,4.781433105
-5.488327026,5.047149658
-6.097518921,3.75
-6.125,3.875
-6.625,3.661794662
-6.832580566,4.119979858
-6.350463867,4.520370483
-4.918136597,3.995697021
-3.791763306,3.617416382
-4.22958374,2.578008652
-4.465118408,2.568390846
-5.098861694,2.47744751
-5.078842163,2.656082153
-4.298278809,2.585845947
-3.7993927,2.217788696
-2.826660156,2.25
-2.75,2
-3.375,1.875
-4.125,1.404953003
-4.980514526,1.274932861
-6.942504883,0.995071411
-5.867126465,3.024932861
-6.86126709,4.375
-6.824874878,4.524932861
-6.12109375,4.625
-5.179733276,5.175506592
-4.711212158,5.004318237
-1.608398438,1.777450562
-3.555252075,2.881484985
-4.588470459,4.125
-3.271865845,5.50642395
-2.95135498,4.876754761
-3.125,3.773788452
-1.963607788,2.453008652
-0.856613159,2.740585327
0.5,2.900474548
1.375,1.411392212
1.381515503,0.681991577
0.875,1.090805054
0.91178894,1.421585083
1.120559692,0.656539917
1,0.157485962
0.297393799,-0.625
-0.108306885,-1.625
-0.863586426,-1.5
-1.244338989,1.507522583
-1.374984741,1.280471802
-3.551986694,-0.003143311
-4.584503174,0.411956787
-4.870666504,0.524490356
-4.105072021,-0.329116821
-2.875,2.09211731
-3.5,0.066192627
-3.951141357,-0.060089111
-3.528137207,0.200668335
-3.030853271,0.47366333
-3.377410889,0.293655396
-2.73754406,0.323516846
-2.238368034,0.501419067
-2.913740158,0.110107422
-3.5,0.198562622
-3.177796364,1.479660034
-2.625,2.480163574
-1.5,-0.0522089
-0.625,0.813796997
-0.375,0.5
-0.934799194,0.138198853
0.916275024,0.260116577
-3.75,0.81111145
3.594329834,-1.227462769
2.637130737,-2.25
3.898376465,-1.55430603
4.888793945,-1.630889893
4.003356934,-3.486968994
1.632156372,-3.625
2.6925354,-1.859054565
1.630172729,-1.634140015
1.322784424,-1.647903442
1.422332764,-1.276824951
1.532688141,-0.818740845
2.047352791,-0.640762329
2.315553665,-1.112594604
2.257767677,-1.551956177
1.289216042,-1.778141022
0.375202179,-1.089500427
0.127586365,-0.520172119
-1.117918968,-0.34732914
1.625,-1.499368668
2.126432419,-1.497385025
4,-3.468353271
4.762695313,-4.724304199
5.136110306,-4.723297119
4.778253555,-4.25
4.236953735,-4.570602417
5.030975342,-4.375
4.982390404,-4.610549927
4.883239746,-4.614135742
4.127960205,-4.509429932
3.371673584,-4.530258179
3.328674316,-3.799194336
3.056671143,-3.70161438
2.645523071,-3.406585693
2.215072632,-2.982666016
2.440643311,-3.100584984
2.884689331,-3.236182213
2.632873535,-2.54182148
2.434829712,-2.568159103
2.33454895,-2.384414673
2.257873535,-2.196914673
1.976730347,-2.784889221
2.011230469,-3.395163536
2.874237061,-2.893913269
2.780517578,-3.898925781
2.755050659,-3.187133789
3.535461426,-3.288986206
3.410461426,-3.875
4.660461426,-3.249984741
4.309188843,-4.499526978
4.375,-4.747772217
4.980010986,-4.688049316
4.876586914,-4.558517456
4.947814941,-4.436340332
4.174545288,-4.226165771
3.924194336,-3.300537109
4.049194336,-3.173568726
3.95249939,-2.834228516
3.73374939,-2.5
3.938354492,-2
3.789459229,-1.875
2.414398193,-1.081665039
2.842437744,-1.284835815
